GEO_ID,STATE,NAME,Local Tax rate state average,Local Tax Rate
0500000US30005,Montana,"Blaine County, Montana",None,None
0500000US30007,Montana,"Broadwater County, Montana",None,None
0500000US30009,Montana,"Carbon County, Montana",None,None
0500000US30013,Montana,"Cascade County, Montana",None,None
0500000US30015,Montana,"Chouteau County, Montana",None,None
0500000US30017,Montana,"Custer County, Montana",None,None
0500000US30021,Montana,"Dawson County, Montana",None,None
0500000US30023,Montana,"Deer Lodge County, Montana",None,None
0500000US30027,Montana,"Fergus County, Montana",None,None
0500000US30029,Montana,"Flathead County, Montana",None,None
0500000US30031,Montana,"Gallatin County, Montana",None,None
0500000US30035,Montana,"Glacier County, Montana",None,None
0500000US30039,Montana,"Granite County, Montana",None,None
0500000US30041,Montana,"Hill County, Montana",None,None
0500000US30043,Montana,"Jefferson County, Montana",None,None
0500000US30045,Montana,"Judith Basin County, Montana",None,None
0500000US30047,Montana,"Lake County, Montana",None,None
0500000US30049,Montana,"Lewis and Clark County, Montana",None,None
0500000US30053,Montana,"Lincoln County, Montana",None,None
0500000US30057,Montana,"Madison County, Montana",None,None
0500000US30061,Montana,"Mineral County, Montana",None,None
0500000US30063,Montana,"Missoula County, Montana",None,None
0500000US30067,Montana,"Park County, Montana",None,None
0500000US30071,Montana,"Phillips County, Montana",None,None
0500000US30073,Montana,"Pondera County, Montana",None,None
0500000US30077,Montana,"Powell County, Montana",None,None
0500000US30081,Montana,"Ravalli County, Montana",None,None
0500000US30083,Montana,"Richland County, Montana",None,None
0500000US30085,Montana,"Roosevelt County, Montana",None,None
0500000US30087,Montana,"Rosebud County, Montana",None,None
0500000US30089,Montana,"Sanders County, Montana",None,None
0500000US30093,Montana,"Silver Bow County, Montana",None,None
0500000US30095,Montana,"Stillwater County, Montana",None,None
0500000US30097,Montana,"Sweet Grass County, Montana",None,None
0500000US30099,Montana,"Teton County, Montana",None,None
0500000US30101,Montana,"Toole County, Montana",None,None
0500000US30105,Montana,"Valley County, Montana",None,None
0500000US30107,Montana,"Wheatland County, Montana",None,None
0500000US30111,Montana,"Yellowstone County, Montana",None,None
0500000US30019,Montana,"Daniels County, Montana",None,None
0500000US30079,Montana,"Prairie County, Montana",None,None
0500000US30109,Montana,"Wibaux County, Montana",None,None
0500000US30055,Montana,"McCone County, Montana",None,None
0500000US30065,Montana,"Musselshell County, Montana",None,None
0500000US30025,Montana,"Fallon County, Montana",None,None
0500000US30059,Montana,"Meagher County, Montana",None,None
0500000US30103,Montana,"Treasure County, Montana",None,None
0500000US30037,Montana,"Golden Valley County, Montana",None,None
0500000US30091,Montana,"Sheridan County, Montana",None,None
0500000US30051,Montana,"Liberty County, Montana",None,None
0500000US30075,Montana,"Powder River County, Montana",None,None
0500000US30069,Montana,"Petroleum County, Montana",None,None
0500000US30011,Montana,"Carter County, Montana",None,None
0500000US30033,Montana,"Garfield County, Montana",None,None
0500000US31001,Nebraska,"Adams County, Nebraska",1.30%,1.308
0500000US31003,Nebraska,"Antelope County, Nebraska",1.30%,1.175
0500000US31011,Nebraska,"Boone County, Nebraska",1.30%,1.299
0500000US31013,Nebraska,"Box Butte County, Nebraska",1.30%,1.295
0500000US31019,Nebraska,"Buffalo County, Nebraska",1.30%,1.328
0500000US31021,Nebraska,"Burt County, Nebraska",1.30%,1.235
0500000US31023,Nebraska,"Butler County, Nebraska",1.30%,1.355
0500000US31025,Nebraska,"Cass County, Nebraska",1.30%,1.279
0500000US31027,Nebraska,"Cedar County, Nebraska",1.30%,1.313
0500000US31031,Nebraska,"Cherry County, Nebraska",1.30%,1.326
0500000US31033,Nebraska,"Cheyenne County, Nebraska",1.30%,1.288
0500000US31035,Nebraska,"Clay County, Nebraska",1.30%,1.356
0500000US31037,Nebraska,"Colfax County, Nebraska",1.30%,1.25
0500000US31039,Nebraska,"Cuming County, Nebraska",1.30%,1.312
0500000US31041,Nebraska,"Custer County, Nebraska",1.30%,1.333
0500000US31043,Nebraska,"Dakota County, Nebraska",1.30%,1.355
0500000US31045,Nebraska,"Dawes County, Nebraska",1.30%,1.334
0500000US31047,Nebraska,"Dawson County, Nebraska",1.30%,1.311
0500000US31051,Nebraska,"Dixon County, Nebraska",1.30%,1.324
0500000US31053,Nebraska,"Dodge County, Nebraska",1.30%,1.366
0500000US31055,Nebraska,"Douglas County, Nebraska",1.30%,1.268
0500000US31059,Nebraska,"Fillmore County, Nebraska",1.30%,1.413
0500000US31061,Nebraska,"Franklin County, Nebraska",1.30%,1.22
0500000US31065,Nebraska,"Furnas County, Nebraska",1.30%,1.323
0500000US31067,Nebraska,"Gage County, Nebraska",1.30%,1.274
0500000US31073,Nebraska,"Gosper County, Nebraska",1.30%,1.242
0500000US31077,Nebraska,"Greeley County, Nebraska",1.30%,1.31
0500000US31079,Nebraska,"Hall County, Nebraska",1.30%,1.289
0500000US31081,Nebraska,"Hamilton County, Nebraska",1.30%,1.246
0500000US31083,Nebraska,"Harlan County, Nebraska",1.30%,1.352
0500000US31087,Nebraska,"Hitchcock County, Nebraska",1.30%,1.33
0500000US31089,Nebraska,"Holt County, Nebraska",1.30%,1.319
0500000US31093,Nebraska,"Howard County, Nebraska",1.30%,1.258
0500000US31095,Nebraska,"Jefferson County, Nebraska",1.30%,1.349
0500000US31097,Nebraska,"Johnson County, Nebraska",1.30%,1.215
0500000US31099,Nebraska,"Kearney County, Nebraska",1.30%,1.319
0500000US31101,Nebraska,"Keith County, Nebraska",1.30%,1.279
0500000US31105,Nebraska,"Kimball County, Nebraska",1.30%,1.355
0500000US31107,Nebraska,"Knox County, Nebraska",1.30%,1.255
0500000US31109,Nebraska,"Lancaster County, Nebraska",1.30%,1.295
0500000US31111,Nebraska,"Lincoln County, Nebraska",1.30%,1.188
0500000US31119,Nebraska,"Madison County, Nebraska",1.30%,1.337
0500000US31121,Nebraska,"Merrick County, Nebraska",1.30%,1.236
0500000US31123,Nebraska,"Morrill County, Nebraska",1.30%,1.247
0500000US31125,Nebraska,"Nance County, Nebraska",1.30%,1.31
0500000US31127,Nebraska,"Nemaha County, Nebraska",1.30%,1.236
0500000US31129,Nebraska,"Nuckolls County, Nebraska",1.30%,1.247
0500000US31131,Nebraska,"Otoe County, Nebraska",1.30%,1.264
0500000US31133,Nebraska,"Pawnee County, Nebraska",1.30%,1.319
0500000US31135,Nebraska,"Perkins County, Nebraska",1.30%,1.302
0500000US31137,Nebraska,"Phelps County, Nebraska",1.30%,1.31
0500000US31139,Nebraska,"Pierce County, Nebraska",1.30%,1.316
0500000US31141,Nebraska,"Platte County, Nebraska",1.30%,1.264
0500000US31143,Nebraska,"Polk County, Nebraska",1.30%,1.344
0500000US31145,Nebraska,"Red Willow County, Nebraska",1.30%,1.355
0500000US31147,Nebraska,"Richardson County, Nebraska",1.30%,1.341
0500000US31151,Nebraska,"Saline County, Nebraska",1.30%,1.232
0500000US31153,Nebraska,"Sarpy County, Nebraska",1.30%,1.262
0500000US31155,Nebraska,"Saunders County, Nebraska",1.30%,1.305
0500000US31157,Nebraska,"Scotts Bluff County, Nebraska",1.30%,1.28
0500000US31159,Nebraska,"Seward County, Nebraska",1.30%,1.251
0500000US31161,Nebraska,"Sheridan County, Nebraska",1.30%,1.328
0500000US31163,Nebraska,"Sherman County, Nebraska",1.30%,1.288
0500000US31167,Nebraska,"Stanton County, Nebraska",1.30%,1.274
0500000US31169,Nebraska,"Thayer County, Nebraska",1.30%,1.237
0500000US31173,Nebraska,"Thurston County, Nebraska",1.30%,1.3
0500000US31177,Nebraska,"Washington County, Nebraska",1.30%,1.344
0500000US31179,Nebraska,"Wayne County, Nebraska",1.30%,1.383
0500000US31181,Nebraska,"Webster County, Nebraska",1.30%,1.309
0500000US31185,Nebraska,"York County, Nebraska",1.30%,1.368
0500000US31103,Nebraska,"Keya Paha County, Nebraska",1.30%,1.391
0500000US31085,Nebraska,"Hayes County, Nebraska",1.30%,1.303
0500000US31009,Nebraska,"Blaine County, Nebraska",1.30%,1.384
0500000US31115,Nebraska,"Loup County, Nebraska",1.30%,1.274
0500000US31017,Nebraska,"Brown County, Nebraska",1.30%,1.298
0500000US31175,Nebraska,"Valley County, Nebraska",1.30%,1.337
0500000US31117,Nebraska,"McPherson County, Nebraska",1.30%,1.254
0500000US31007,Nebraska,"Banner County, Nebraska",1.30%,1.357
0500000US31165,Nebraska,"Sioux County, Nebraska",1.30%,1.288
0500000US31005,Nebraska,"Arthur County, Nebraska",1.30%,1.324
0500000US31015,Nebraska,"Boyd County, Nebraska",1.30%,1.29
0500000US31063,Nebraska,"Frontier County, Nebraska",1.30%,1.357
0500000US31091,Nebraska,"Hooker County, Nebraska",1.30%,1.277
0500000US31075,Nebraska,"Grant County, Nebraska",1.30%,1.27
0500000US31029,Nebraska,"Chase County, Nebraska",1.30%,1.357
0500000US31049,Nebraska,"Deuel County, Nebraska",1.30%,1.224
0500000US31057,Nebraska,"Dundy County, Nebraska",1.30%,1.256
0500000US31183,Nebraska,"Wheeler County, Nebraska",1.30%,1.244
0500000US31069,Nebraska,"Garden County, Nebraska",1.30%,1.323
0500000US31071,Nebraska,"Garfield County, Nebraska",1.30%,1.243
0500000US31149,Nebraska,"Rock County, Nebraska",1.30%,1.281
0500000US31113,Nebraska,"Logan County, Nebraska",1.30%,1.449
0500000US31171,Nebraska,"Thomas County, Nebraska",1.30%,1.288
0500000US32001,Nevada,"Churchill County, Nevada",1.09%,1.112
0500000US32003,Nevada,"Clark County, Nevada",1.09%,1.038
0500000US32005,Nevada,"Douglas County, Nevada",1.09%,1.116
0500000US32007,Nevada,"Elko County, Nevada",1.09%,1.075
0500000US32013,Nevada,"Humboldt County, Nevada",1.09%,1.041
0500000US32015,Nevada,"Lander County, Nevada",1.09%,1.05
0500000US32017,Nevada,"Lincoln County, Nevada",1.09%,1.162
0500000US32019,Nevada,"Lyon County, Nevada",1.09%,1.05
0500000US32021,Nevada,"Mineral County, Nevada",1.09%,1.102
0500000US32023,Nevada,"Nye County, Nevada",1.09%,1.112
0500000US32027,Nevada,"Pershing County, Nevada",1.09%,1.165
0500000US32029,Nevada,"Storey County, Nevada",1.09%,1.137
0500000US32031,Nevada,"Washoe County, Nevada",1.09%,1.024
0500000US32033,Nevada,"White Pine County, Nevada",1.09%,1.089
0500000US32510,Nevada,"Carson City, Nevada",1.09%,1.085
0500000US32011,Nevada,"Eureka County, Nevada",1.09%,1.131
0500000US32009,Nevada,"Esmeralda County, Nevada",1.09%,1.043
0500000US33001,New Hampshire,"Belknap County, New Hampshire",None,None
0500000US33003,New Hampshire,"Carroll County, New Hampshire",None,None
0500000US33005,New Hampshire,"Cheshire County, New Hampshire",None,None
0500000US33007,New Hampshire,"Coos County, New Hampshire",None,None
0500000US33009,New Hampshire,"Grafton County, New Hampshire",None,None
0500000US33011,New Hampshire,"Hillsborough County, New Hampshire",None,None
0500000US33013,New Hampshire,"Merrimack County, New Hampshire",None,None
0500000US33015,New Hampshire,"Rockingham County, New Hampshire",None,None
0500000US33017,New Hampshire,"Strafford County, New Hampshire",None,None
0500000US33019,New Hampshire,"Sullivan County, New Hampshire",None,None
0500000US34001,New Jersey,"Atlantic County, New Jersey",-0.03%,-0.03
0500000US34003,New Jersey,"Bergen County, New Jersey",-0.03%,-0.029
0500000US34005,New Jersey,"Burlington County, New Jersey",-0.03%,-0.03
0500000US34007,New Jersey,"Camden County, New Jersey",-0.03%,-0.031
0500000US34009,New Jersey,"Cape May County, New Jersey",-0.03%,-0.029
0500000US34011,New Jersey,"Cumberland County, New Jersey",-0.03%,-0.029
0500000US34013,New Jersey,"Essex County, New Jersey",-0.03%,-0.033
0500000US34015,New Jersey,"Gloucester County, New Jersey",-0.03%,-0.03
0500000US34017,New Jersey,"Hudson County, New Jersey",-0.03%,-0.031
0500000US34019,New Jersey,"Hunterdon County, New Jersey",-0.03%,-0.031
0500000US34021,New Jersey,"Mercer County, New Jersey",-0.03%,-0.029
0500000US34023,New Jersey,"Middlesex County, New Jersey",-0.03%,-0.031
0500000US34025,New Jersey,"Monmouth County, New Jersey",-0.03%,-0.03
0500000US34027,New Jersey,"Morris County, New Jersey",-0.03%,-0.028
0500000US34029,New Jersey,"Ocean County, New Jersey",-0.03%,-0.03
0500000US34031,New Jersey,"Passaic County, New Jersey",-0.03%,-0.031
0500000US34033,New Jersey,"Salem County, New Jersey",-0.03%,-0.029
0500000US34035,New Jersey,"Somerset County, New Jersey",-0.03%,-0.03
0500000US34037,New Jersey,"Sussex County, New Jersey",-0.03%,-0.03
0500000US34039,New Jersey,"Union County, New Jersey",-0.03%,-0.031
0500000US34041,New Jersey,"Warren County, New Jersey",-0.03%,-0.03
0500000US35001,New Mexico,"Bernalillo County, New Mexico",2.22%,2.234
0500000US35003,New Mexico,"Catron County, New Mexico",2.22%,2.113
0500000US35005,New Mexico,"Chaves County, New Mexico",2.22%,2.329
0500000US35006,New Mexico,"Cibola County, New Mexico",2.22%,2.36
0500000US35007,New Mexico,"Colfax County, New Mexico",2.22%,2.303
0500000US35009,New Mexico,"Curry County, New Mexico",2.22%,2.155
0500000US35013,New Mexico,"Do�a Ana County, New Mexico",2.22%,2.28
0500000US35015,New Mexico,"Eddy County, New Mexico",2.22%,2.057
0500000US35017,New Mexico,"Grant County, New Mexico",2.22%,2.223
0500000US35019,New Mexico,"Guadalupe County, New Mexico",2.22%,2.264
0500000US35023,New Mexico,"Hidalgo County, New Mexico",2.22%,2.2
0500000US35025,New Mexico,"Lea County, New Mexico",2.22%,2.351
0500000US35027,New Mexico,"Lincoln County, New Mexico",2.22%,2.216
0500000US35028,New Mexico,"Los Alamos County, New Mexico",2.22%,2.218
0500000US35029,New Mexico,"Luna County, New Mexico",2.22%,2.156
0500000US35031,New Mexico,"McKinley County, New Mexico",2.22%,2.268
0500000US35033,New Mexico,"Mora County, New Mexico",2.22%,1.999
0500000US35035,New Mexico,"Otero County, New Mexico",2.22%,2.221
0500000US35037,New Mexico,"Quay County, New Mexico",2.22%,2.249
0500000US35039,New Mexico,"Rio Arriba County, New Mexico",2.22%,2.358
0500000US35041,New Mexico,"Roosevelt County, New Mexico",2.22%,2.166
0500000US35043,New Mexico,"Sandoval County, New Mexico",2.22%,2.317
0500000US35045,New Mexico,"San Juan County, New Mexico",2.22%,2.189
0500000US35047,New Mexico,"San Miguel County, New Mexico",2.22%,2.26
0500000US35049,New Mexico,"Santa Fe County, New Mexico",2.22%,2.147
0500000US35051,New Mexico,"Sierra County, New Mexico",2.22%,2.166
0500000US35053,New Mexico,"Socorro County, New Mexico",2.22%,2.157
0500000US35055,New Mexico,"Taos County, New Mexico",2.22%,2.122
0500000US35057,New Mexico,"Torrance County, New Mexico",2.22%,2.031
0500000US35059,New Mexico,"Union County, New Mexico",2.22%,2.4
0500000US35061,New Mexico,"Valencia County, New Mexico",2.22%,2.329
0500000US35021,New Mexico,"Harding County, New Mexico",2.22%,2.239
0500000US35011,New Mexico,"De Baca County, New Mexico",2.22%,2.186
0500000US36001,New York,"Albany County, New York",4.48%,4.24
0500000US36003,New York,"Allegany County, New York",4.48%,4.265
0500000US36005,New York,"Bronx County, New York",4.48%,4.67
0500000US36007,New York,"Broome County, New York",4.48%,4.462
0500000US36009,New York,"Cattaraugus County, New York",4.48%,4.379
0500000US36011,New York,"Cayuga County, New York",4.48%,4.462
0500000US36013,New York,"Chautauqua County, New York",4.48%,4.652
0500000US36015,New York,"Chemung County, New York",4.48%,4.623
0500000US36017,New York,"Chenango County, New York",4.48%,4.489
0500000US36019,New York,"Clinton County, New York",4.48%,4.78
0500000US36021,New York,"Columbia County, New York",4.48%,4.44
0500000US36023,New York,"Cortland County, New York",4.48%,4.579
0500000US36025,New York,"Delaware County, New York",4.48%,4.305
0500000US36027,New York,"Dutchess County, New York",4.48%,4.523
0500000US36029,New York,"Erie County, New York",4.48%,4.556
0500000US36031,New York,"Essex County, New York",4.48%,4.476
0500000US36033,New York,"Franklin County, New York",4.48%,4.426
0500000US36035,New York,"Fulton County, New York",4.48%,4.489
0500000US36037,New York,"Genesee County, New York",4.48%,4.538
0500000US36039,New York,"Greene County, New York",4.48%,4.697
0500000US36041,New York,"Hamilton County, New York",4.48%,4.467
0500000US36043,New York,"Herkimer County, New York",4.48%,4.87
0500000US36045,New York,"Jefferson County, New York",4.48%,4.769
0500000US36047,New York,"Kings County, New York",4.48%,4.561
0500000US36049,New York,"Lewis County, New York",4.48%,4.39
0500000US36051,New York,"Livingston County, New York",4.48%,4.131
0500000US36053,New York,"Madison County, New York",4.48%,4.516
0500000US36055,New York,"Monroe County, New York",4.48%,4.442
0500000US36057,New York,"Montgomery County, New York",4.48%,4.417
0500000US36059,New York,"Nassau County, New York",4.48%,4.648
0500000US36061,New York,"New York County, New York",4.48%,4.355
0500000US36063,New York,"Niagara County, New York",4.48%,4.518
0500000US36065,New York,"Oneida County, New York",4.48%,4.164
0500000US36067,New York,"Onondaga County, New York",4.48%,4.458
0500000US36069,New York,"Ontario County, New York",4.48%,4.384
0500000US36071,New York,"Orange County, New York",4.48%,4.782
0500000US36073,New York,"Orleans County, New York",4.48%,4.39
0500000US36075,New York,"Oswego County, New York",4.48%,4.532
0500000US36077,New York,"Otsego County, New York",4.48%,4.325
0500000US36079,New York,"Putnam County, New York",4.48%,4.455
0500000US36081,New York,"Queens County, New York",4.48%,4.068
0500000US36083,New York,"Rensselaer County, New York",4.48%,4.74
0500000US36085,New York,"Richmond County, New York",4.48%,4.355
0500000US36087,New York,"Rockland County, New York",4.48%,4.332
0500000US36089,New York,"St. Lawrence County, New York",4.48%,4.52
0500000US36091,New York,"Saratoga County, New York",4.48%,4.196
0500000US36093,New York,"Schenectady County, New York",4.48%,4.565
0500000US36095,New York,"Schoharie County, New York",4.48%,4.357
0500000US36097,New York,"Schuyler County, New York",4.48%,4.695
0500000US36099,New York,"Seneca County, New York",4.48%,4.581
0500000US36101,New York,"Steuben County, New York",4.48%,4.39
0500000US36103,New York,"Suffolk County, New York",4.48%,4.406
0500000US36105,New York,"Sullivan County, New York",4.48%,4.357
0500000US36107,New York,"Tioga County, New York",4.48%,4.263
0500000US36109,New York,"Tompkins County, New York",4.48%,4.668
0500000US36111,New York,"Ulster County, New York",4.48%,4.695
0500000US36113,New York,"Warren County, New York",4.48%,4.476
0500000US36115,New York,"Washington County, New York",4.48%,4.393
0500000US36117,New York,"Wayne County, New York",4.48%,4.44
0500000US36119,New York,"Westchester County, New York",4.48%,4.411
0500000US36121,New York,"Wyoming County, New York",4.48%,4.652
0500000US36123,New York,"Yates County, New York",4.48%,4.576
0500000US37001,North Carolina,"Alamance County, North Carolina",2.15%,2.198
0500000US37003,North Carolina,"Alexander County, North Carolina",2.15%,2.047
0500000US37005,North Carolina,"Alleghany County, North Carolina",2.15%,2.166
0500000US37007,North Carolina,"Anson County, North Carolina",2.15%,2.155
0500000US37009,North Carolina,"Ashe County, North Carolina",2.15%,2.104
0500000US37011,North Carolina,"Avery County, North Carolina",2.15%,2.087
0500000US37013,North Carolina,"Beaufort County, North Carolina",2.15%,2.189
0500000US37015,North Carolina,"Bertie County, North Carolina",2.15%,2.022
0500000US37017,North Carolina,"Bladen County, North Carolina",2.15%,2.22
0500000US37019,North Carolina,"Brunswick County, North Carolina",2.15%,2.154
0500000US37021,North Carolina,"Buncombe County, North Carolina",2.15%,2.131
0500000US37023,North Carolina,"Burke County, North Carolina",2.15%,2.246
0500000US37025,North Carolina,"Cabarrus County, North Carolina",2.15%,2.082
0500000US37027,North Carolina,"Caldwell County, North Carolina",2.15%,2.249
0500000US37029,North Carolina,"Camden County, North Carolina",2.15%,2.14
0500000US37031,North Carolina,"Carteret County, North Carolina",2.15%,2.38
0500000US37033,North Carolina,"Caswell County, North Carolina",2.15%,2.135
0500000US37035,North Carolina,"Catawba County, North Carolina",2.15%,2.168
0500000US37037,North Carolina,"Chatham County, North Carolina",2.15%,2.178
0500000US37039,North Carolina,"Cherokee County, North Carolina",2.15%,2.146
0500000US37041,North Carolina,"Chowan County, North Carolina",2.15%,2.15
0500000US37043,North Carolina,"Clay County, North Carolina",2.15%,2.244
0500000US37045,North Carolina,"Cleveland County, North Carolina",2.15%,2.195
0500000US37047,North Carolina,"Columbus County, North Carolina",2.15%,2.209
0500000US37049,North Carolina,"Craven County, North Carolina",2.15%,1.996
0500000US37051,North Carolina,"Cumberland County, North Carolina",2.15%,2.054
0500000US37053,North Carolina,"Currituck County, North Carolina",2.15%,2.089
0500000US37055,North Carolina,"Dare County, North Carolina",2.15%,2.055
0500000US37057,North Carolina,"Davidson County, North Carolina",2.15%,2.061
0500000US37059,North Carolina,"Davie County, North Carolina",2.15%,2.228
0500000US37061,North Carolina,"Duplin County, North Carolina",2.15%,2.091
0500000US37063,North Carolina,"Durham County, North Carolina",2.15%,2.056
0500000US37065,North Carolina,"Edgecombe County, North Carolina",2.15%,2.16
0500000US37067,North Carolina,"Forsyth County, North Carolina",2.15%,2.18
0500000US37069,North Carolina,"Franklin County, North Carolina",2.15%,2.266
0500000US37071,North Carolina,"Gaston County, North Carolina",2.15%,2.222
0500000US37073,North Carolina,"Gates County, North Carolina",2.15%,2.031
0500000US37075,North Carolina,"Graham County, North Carolina",2.15%,2.149
0500000US37077,North Carolina,"Granville County, North Carolina",2.15%,2.076
0500000US37079,North Carolina,"Greene County, North Carolina",2.15%,2.153
0500000US37081,North Carolina,"Guilford County, North Carolina",2.15%,2.056
0500000US37083,North Carolina,"Halifax County, North Carolina",2.15%,2.294
0500000US37085,North Carolina,"Harnett County, North Carolina",2.15%,2.158
0500000US37087,North Carolina,"Haywood County, North Carolina",2.15%,2.228
0500000US37089,North Carolina,"Henderson County, North Carolina",2.15%,2.273
0500000US37091,North Carolina,"Hertford County, North Carolina",2.15%,2.045
0500000US37093,North Carolina,"Hoke County, North Carolina",2.15%,2.038
0500000US37095,North Carolina,"Hyde County, North Carolina",2.15%,2.091
0500000US37097,North Carolina,"Iredell County, North Carolina",2.15%,2.195
0500000US37099,North Carolina,"Jackson County, North Carolina",2.15%,2.193
0500000US37101,North Carolina,"Johnston County, North Carolina",2.15%,2.21
0500000US37103,North Carolina,"Jones County, North Carolina",2.15%,2.133
0500000US37105,North Carolina,"Lee County, North Carolina",2.15%,2.091
0500000US37107,North Carolina,"Lenoir County, North Carolina",2.15%,2.127
0500000US37109,North Carolina,"Lincoln County, North Carolina",2.15%,2.18
0500000US37111,North Carolina,"McDowell County, North Carolina",2.15%,2.262
0500000US37113,North Carolina,"Macon County, North Carolina",2.15%,2.054
0500000US37115,North Carolina,"Madison County, North Carolina",2.15%,2.121
0500000US37117,North Carolina,"Martin County, North Carolina",2.15%,2.158
0500000US37119,North Carolina,"Mecklenburg County, North Carolina",2.15%,2.249
0500000US37121,North Carolina,"Mitchell County, North Carolina",2.15%,2.17
0500000US37123,North Carolina,"Montgomery County, North Carolina",2.15%,2.122
0500000US37125,North Carolina,"Moore County, North Carolina",2.15%,2.153
0500000US37127,North Carolina,"Nash County, North Carolina",2.15%,2.138
0500000US37129,North Carolina,"New Hanover County, North Carolina",2.15%,2.088
0500000US37131,North Carolina,"Northampton County, North Carolina",2.15%,2.001
0500000US37133,North Carolina,"Onslow County, North Carolina",2.15%,2.154
0500000US37135,North Carolina,"Orange County, North Carolina",2.15%,2.244
0500000US37137,North Carolina,"Pamlico County, North Carolina",2.15%,2.207
0500000US37139,North Carolina,"Pasquotank County, North Carolina",2.15%,2.159
0500000US37141,North Carolina,"Pender County, North Carolina",2.15%,2.122
0500000US37143,North Carolina,"Perquimans County, North Carolina",2.15%,2.226
0500000US37145,North Carolina,"Person County, North Carolina",2.15%,2.228
0500000US37147,North Carolina,"Pitt County, North Carolina",2.15%,2.084
0500000US37149,North Carolina,"Polk County, North Carolina",2.15%,2.277
0500000US37151,North Carolina,"Randolph County, North Carolina",2.15%,2.209
0500000US37153,North Carolina,"Richmond County, North Carolina",2.15%,2.007
0500000US37155,North Carolina,"Robeson County, North Carolina",2.15%,2.21
0500000US37157,North Carolina,"Rockingham County, North Carolina",2.15%,2.13
0500000US37159,North Carolina,"Rowan County, North Carolina",2.15%,2.132
0500000US37161,North Carolina,"Rutherford County, North Carolina",2.15%,2.133
0500000US37163,North Carolina,"Sampson County, North Carolina",2.15%,2.14
0500000US37165,North Carolina,"Scotland County, North Carolina",2.15%,2.084
0500000US37167,North Carolina,"Stanly County, North Carolina",2.15%,2.205
0500000US37169,North Carolina,"Stokes County, North Carolina",2.15%,2.252
0500000US37171,North Carolina,"Surry County, North Carolina",2.15%,2.077
0500000US37173,North Carolina,"Swain County, North Carolina",2.15%,2.165
0500000US37175,North Carolina,"Transylvania County, North Carolina",2.15%,2.142
0500000US37177,North Carolina,"Tyrrell County, North Carolina",2.15%,2.226
0500000US37179,North Carolina,"Union County, North Carolina",2.15%,2.083
0500000US37181,North Carolina,"Vance County, North Carolina",2.15%,2.04
0500000US37183,North Carolina,"Wake County, North Carolina",2.15%,2.185
0500000US37185,North Carolina,"Warren County, North Carolina",2.15%,2.21
0500000US37187,North Carolina,"Washington County, North Carolina",2.15%,2.102
0500000US37189,North Carolina,"Watauga County, North Carolina",2.15%,2.293
0500000US37191,North Carolina,"Wayne County, North Carolina",2.15%,2.123
0500000US37193,North Carolina,"Wilkes County, North Carolina",2.15%,2.041
0500000US37195,North Carolina,"Wilson County, North Carolina",2.15%,2.198
0500000US37197,North Carolina,"Yadkin County, North Carolina",2.15%,2.132
0500000US37199,North Carolina,"Yancey County, North Carolina",2.15%,2.087
0500000US38001,North Dakota,"Adams County, North Dakota",1.56%,1.498
0500000US38003,North Dakota,"Barnes County, North Dakota",1.56%,1.559
0500000US38005,North Dakota,"Benson County, North Dakota",1.56%,1.486
0500000US38009,North Dakota,"Bottineau County, North Dakota",1.56%,1.494
0500000US38011,North Dakota,"Bowman County, North Dakota",1.56%,1.525
0500000US38013,North Dakota,"Burke County, North Dakota",1.56%,1.383
0500000US38015,North Dakota,"Burleigh County, North Dakota",1.56%,1.583
0500000US38017,North Dakota,"Cass County, North Dakota",1.56%,1.522
0500000US38019,North Dakota,"Cavalier County, North Dakota",1.56%,1.63
0500000US38021,North Dakota,"Dickey County, North Dakota",1.56%,1.591
0500000US38023,North Dakota,"Divide County, North Dakota",1.56%,1.546
0500000US38025,North Dakota,"Dunn County, North Dakota",1.56%,1.671
0500000US38027,North Dakota,"Eddy County, North Dakota",1.56%,1.512
0500000US38029,North Dakota,"Emmons County, North Dakota",1.56%,1.695
0500000US38031,North Dakota,"Foster County, North Dakota",1.56%,1.636
0500000US38035,North Dakota,"Grand Forks County, North Dakota",1.56%,1.604
0500000US38037,North Dakota,"Grant County, North Dakota",1.56%,1.492
0500000US38039,North Dakota,"Griggs County, North Dakota",1.56%,1.608
0500000US38041,North Dakota,"Hettinger County, North Dakota",1.56%,1.626
0500000US38043,North Dakota,"Kidder County, North Dakota",1.56%,1.636
0500000US38045,North Dakota,"LaMoure County, North Dakota",1.56%,1.549
0500000US38047,North Dakota,"Logan County, North Dakota",1.56%,1.628
0500000US38049,North Dakota,"McHenry County, North Dakota",1.56%,1.591
0500000US38051,North Dakota,"McIntosh County, North Dakota",1.56%,1.595
0500000US38053,North Dakota,"McKenzie County, North Dakota",1.56%,1.501
0500000US38055,North Dakota,"McLean County, North Dakota",1.56%,1.568
0500000US38057,North Dakota,"Mercer County, North Dakota",1.56%,1.682
0500000US38059,North Dakota,"Morton County, North Dakota",1.56%,1.487
0500000US38061,North Dakota,"Mountrail County, North Dakota",1.56%,1.495
0500000US38063,North Dakota,"Nelson County, North Dakota",1.56%,1.549
0500000US38067,North Dakota,"Pembina County, North Dakota",1.56%,1.583
0500000US38069,North Dakota,"Pierce County, North Dakota",1.56%,1.617
0500000US38071,North Dakota,"Ramsey County, North Dakota",1.56%,1.532
